,Country,GMI_CNTRY,Year,Total population (millions),Continent,Sub-Continent,Military expenditure (Current USD - $ millions),Military expenditure per capita,Military expenditure (Constant USD 2022 - $ millions),Percentage change in military expenditure,Military expenditure as a share of GDP,Military expendenture as a share of government spending,Total of armed forces personnel,Armed forces personnel (% of total labour force)
4417,Kuwait,KWT,2015,3.908743,Asia,Middle East,5735.132890365449,1467.2576043923711,6631.449459676965,0.7206870707442636,5.007469397226895,9.204345507864572,22600.0,1.013915315
4418,Latvia,LVA,2015,1.977527,Europe,Central Europe,282.6882555173561,142.95038981382103,353.7054241158003,14.167466644443461,1.0373542769559296,2.774270787984327,5310.0,0.525791509
4419,Lesotho,LSO,2015,2.118521,Africa,Sub-Saharan Africa,44.02592624976555,20.7814443424283,50.75803448761617,5.140782810126998,1.865753000763875,3.5758084537526256,2000.0,0.223869404
4421,Lithuania,LTU,2015,2.90491,Europe,Central Europe,471.2210269490962,162.21536190418848,623.3799052208087,33.2296094938902,1.137748173578989,3.3073869385848838,28330.0,1.933187986
4422,Luxembourg,LUX,2015,0.569604,Europe,Western Europe,249.52866807142067,438.0739392128929,274.14185886055344,17.86151315789528,0.41557152794975255,1.029512697323267,1500.0,0.52622347
4423,Macedonia,MKD,2015,2.070226,Europe,Central Europe,99.98365956435407,48.296011915778315,116.91466838807749,-3.4212373736482005,0.9934276917522102,3.083039065449619,15600.0,1.64196872
4424,Malawi,MWI,2015,16.938942,Africa,Sub-Saharan Africa,40.793415429497955,2.40826230053199,51.984681109554415,-20.715256368315938,0.45082567829521913,2.3094864888229645,6800.0,0.106780918
4425,Malta,MLT,2015,0.445053,Europe,Western Europe,51.79660641011423,116.38300699043536,55.87047842371395,8.450323481997458,0.4672037167505445,1.2229641267347473,2130.0,1.000422714
4426,Mauritania,MRT,2015,3.94622,Africa,Sub-Saharan Africa,132.93121769171918,33.685708777442514,148.3381722752156,-4.673940239006691,2.1555724036387858,8.40175981623158,20850.0,2.232295806
4427,Mauritius,MUS,2015,1.262879,Africa,Sub-Saharan Africa,17.086605413515816,13.529883237836573,17.368255064285144,-2.184674997460212,0.14230191763118383,0.5818641021904901,2550.0,0.42049995
4428,Moldova,MDA,2015,2.835978,Europe,Eastern Europe,23.051814594477925,8.128347467603037,39.49080207325995,2.2299770754671266,0.2956245013412007,0.932863102662251,7550.0,0.463531434
4429,Morocco,MAR,2015,34.680458,Africa,North Africa,3268.363375665711,94.24222066691596,3577.9094887007386,-7.672437718065983,2.959997922307278,10.417621519276599,245800.0,2.073408969
4430,Namibia,NAM,2015,2.282704,Africa,Sub-Saharan Africa,518.2036850564555,227.01308844968753,556.2641038143739,9.632781636439525,4.528000167786779,10.367755441259487,15200.0,1.724756151
4431,Nepal,NPL,2015,27.610325,Asia,South Asia,323.7977296402706,11.727414640728444,384.97887674938426,-3.965681238096619,1.4044268674826064,7.74278402152009,158600.0,2.175193902
4432,Nicaragua,NIC,2015,6.298598,Americas,Central America and the Caribbean,98.9329471510318,15.707137866400078,107.45533805594836,22.72314999924072,0.7755373719411491,3.060839954597049,12000.0,0.43098773
4433,Niger,NER,2015,20.128124,Africa,Sub-Saharan Africa,229.639906143836,9.253176859997957,222.207607481411,0.0,1.7336075217249118,8.298355936055762,10700.0,0.142113787
4434,Paraguay,PRY,2015,6.17795,Americas,South America,386.53886426470393,62.56749638062851,377.6017559596817,9.746283165030967,1.0674493490885162,5.218235266960238,25450.0,0.872698793
4435,Portugal,PRT,2015,10.358076,Europe,Western Europe,2643.8948652545196,255.24961057000542,2829.3106421838324,4.835352490066058,1.3265583963164322,2.7553367312737653,73600.0,1.414293162
4437,Romania,ROM,2015,19.815616,Europe,Central Europe,2580.594158275774,130.2303273476724,2932.634412298215,15.359979618841946,1.4507182437678199,4.246465044818549,150400.0,1.65119096
4438,Rwanda,RWA,2015,11.642959,Africa,Sub-Saharan Africa,103.5632147055096,8.89492221912914,110.86304551395419,17.44660264182405,1.2136947334200259,4.565669351041647,35000.0,0.842881779
4440,Sierra Leone,SLE,2015,7.314773,Africa,Sub-Saharan Africa,39.22651426584026,5.362642732158641,41.13957112264391,-15.410504574618166,0.9234532522842337,4.452288136539815,8500.0,0.355395892
4441,Slovenia,SVN,2015,2.063531,Europe,Central Europe,400.77187534656764,194.2165517971708,441.65862847449586,-0.8663281241558463,0.9301195316239128,1.9095165125495375,13200.0,1.310466357
4443,Sri Lanka,LKA,2015,21.336697,Asia,South Asia,2057.8664069716037,96.44728080319103,1738.9238713161692,7.778502309984692,2.4170111657595474,12.543649868540305,265200.0,3.087319812
4444,Switzerland,CHE,2015,8.282396,Europe,Western Europe,4521.07690931875,545.8658230442918,4745.755278375173,4.149252118869717,0.651341082840214,2.00638205646091,20950.0,0.435971408
4446,Tunisia,TUN,2015,11.557779,Africa,North Africa,979.3068297655453,84.7314029594739,943.4134326027578,19.302437586593623,2.1395916294647113,7.795991235900349,47800.0,1.159830742
4447,Uganda,UGA,2015,37.477356,Africa,Sub-Saharan Africa,306.14469542677284,8.168791187584654,357.3245859193655,10.974753835523998,1.0431480253080296,6.8255042283908995,46400.0,0.342435399
4449,Uruguay,URY,2015,3.402818,Americas,South America,969.9068455187157,285.0304793023652,1121.9400181094234,1.4271180922230675,1.8205881364562602,5.88612823564944,25450.0,1.460681831
4451,Zimbabwe,ZWE,2015,14.154937,Africa,Sub-Saharan Africa,376.677,26.610997986073695,202.02497031671817,4.8575256123517985,1.8863087786068404,9.193971198437879,50800.0,0.952946038
4452,Brazil,BRA,2016,206.859578,Americas,South America,24224.7469014667,117.10720448954363,22237.62094074457,-5.076509776383897,1.3479754129948218,2.774088505335859,729500.0,0.708780841
4453,Norway,NOR,2016,5.234519,Europe,Western Europe,5997.385047521712,1145.7375639522395,6218.066809495271,3.7856482964122806,1.6173438359967072,3.208467292694573,23950.0,0.864717088
4454,Ukraine,UKR,2016,45.004673,Europe,Eastern Europe,3423.286810509843,76.0651412912131,4962.116028044015,0.39968091099074066,3.668617868864623,8.994942850094564,292000.0,1.361107255
4455,Croatia,HRV,2016,4.174349,Europe,Central Europe,836.0456833801545,200.28169263761953,935.8592352159648,-4.890059395707425,1.5935233212818627,3.4843025152311835,18550.0,1.010787362
4458,Estonia,EST,2016,1.31579,Europe,Central Europe,497.6534042560566,378.2164359480286,644.161710042431,7.49567255090835,2.069164366315332,5.252100840336135,6400.0,0.926124228
4459,Ethiopia,ETH,2016,105.293228,Africa,Sub-Saharan Africa,490.1772485320749,4.655353984703317,615.6624783017443,9.793512800850145,0.6835672103957969,3.816043831636959,138000.0,0.279586717
4460,El Salvador,SLV,2016,6.25051,Americas,Central America and the Caribbean,247.6,39.612767598163984,279.599039700565,-0.6405512599958807,1.0235029523049133,3.727231672437152,41500.0,1.552377981
4461,Finland,FIN,2016,5.495303,Europe,Western Europe,3415.0082496504506,621.441301717203,3668.940880271233,0.39232397065447344,1.4196526264493055,2.5511805819467623,24200.0,0.898016164
4462,India,IND,2016,1338.63634,Asia,South Asia,56637.622640874084,42.309939561982965,64584.081714287844,10.198713663324032,2.5431515211454148,9.079498252333423,2981050.0,0.591334232
4463,Guinea-Bissau,GNB,2016,1.834552,Africa,Sub-Saharan Africa,15.730078467708703,8.57434320079709,17.317877499549205,-8.776547547627011,1.2645458759239832,6.163821578627487,4450.0,0.751767922
4464,Argentina,ARG,2016,43.590368,Americas,South America,4509.647660052341,103.45514082497174,4788.690233719051,-2.7113819775971826,0.8092453627175634,1.9489536074930485,105450.0,0.543436893
4465,Australia,AUS,2016,24.190907,Oceania,Oceania,26382.94705001829,1090.614215085788,28741.68244171473,9.504451647041012,2.0885296504132635,5.607469253311638,57800.0,0.454032044
4466,Bangladesh,BGD,2016,159.784568,Asia,South Asia,3239.753509639179,20.27575973193593,3856.2015809020268,9.90469503530269,1.225900499127815,10.567240412764987,220950.0,0.349791076
4467,Bulgaria,BGR,2016,7.127822,Europe,Central Europe,670.5928583597237,94.08103321880424,835.7665947655139,7.127978915662059,1.2438458080492745,3.8009165785341152,31300.0,0.958510579
4468,Egypt,EGY,2016,99.78403,Africa,Middle East,4513.022526816316,45.22790397237229,4788.783523278118,-5.788092996025518,1.666605152432273,5.091340830625393,835500.0,2.701465378
4469,Burundi,BDI,2016,10.903327,Africa,Sub-Saharan Africa,66.4628430779874,6.095647968550095,83.30427188740035,0.05991798652087432,2.2431638636817985,9.936770120037268,51050.0,1.120908601
4470,United Kingdom,GBR,2016,65.611593,Europe,Western Europe,53327.366087712755,812.7735305514188,58113.41131529022,-0.34862125396578625,1.9844909682071854,5.0029259008971945,150250.0,0.442696822
4471,United States,USA,2016,323.071755,Americas,North America,639856.443,1980.5397194192974,780214.7602736617,-0.30685645355001956,3.402602462410715,9.626808899574371,1348400.0,0.830046813
4473,Singapore,SGP,2016,5.607283,Asia,South East Asia,9873.331564274433,1760.8049324912677,10896.3590852126,6.322200782635479,3.095542713441286,19.811163222930492,147600.0,4.241217218
4474,Slovakia,SVK,2016,5.430798,Europe,Central Europe,1003.0480836894296,184.69626078698371,1206.1528496472845,2.5580592719562256,1.1160989371624854,2.623282718727404,15850.0,0.57417509
4475,Iran,IRN,2016,83.306231,Asia,Middle East,12263.957414621567,147.2153675350115,6707.372346176148,14.803400003152877,2.7964355628100437,15.406504480657976,563000.0,2.08207472
4476,"Korea, Republic of",KOR,2016,51.217803,Asia,East Asia,36885.28343002335,720.1652798348915,37287.92608468885,2.505598234269013,2.4595778810827054,12.62125187185322,634000.0,2.260906386
4477,Equatorial Guinea,GNQ,2016,1.398927,Africa,Sub-Saharan Africa,139.20081764180193,99.50541925475878,150.0915280048484,0.2875386177660255,1.2394897746259403,4.455638959791484,1450.0,0.303623591
4478,Madagascar,MDG,2016,25.501941,Africa,Sub-Saharan Africa,59.39499592052374,2.3290382453839,67.8836301992259,2.943235286322232,0.5013870441757827,3.7014879703112067,21600.0,0.166985834
4479,Malaysia,MYS,2016,31.526418,Asia,South East Asia,4169.374000506931,132.250165575643,4345.435313199083,-4.261366888241014,1.3843347942822029,6.056320277820565,133600.0,0.871654772
4480,Togo,TGO,2016,7.661354,Africa,Sub-Saharan Africa,82.01969041231563,10.705639030948788,89.78451840434013,16.054561328923754,1.8403823872401386,5.904090387801046,9300.0,0.355444803
4481,Mongolia,MNG,2016,3.029555,Asia,East Asia,96.36678983712936,31.808892671408625,120.88421782756737,2.3921344282249457,0.8639109951148333,2.1773387549458523,17500.0,1.401807771
4482,Angola,AGO,2016,29.154746,Africa,Sub-Saharan Africa,2764.054937159764,94.80634601171843,3331.9544328525144,-20.10791740174753,2.7333349446512307,12.399973684499074,117000.0,0.974068223
4483,Myanmar (Burma),MMR,2016,51.892349,Asia,South East Asia,2455.7841201322026,47.32458960630598,3650.545650663572,-4.353254639491599,4.08929708316631,17.451085078354154,513250.0,2.1174266
4484,Iraq,IRQ,2016,38.697943,Asia,Middle East,5970.383697669416,154.28168101000654,5431.36820508357,-37.405309202405256,3.5633058141449694,8.379146525509363,209000.0,2.084698611
4485,Bolivia,BOL,2016,11.263015,Americas,South America,519.3099343264205,46.10754174849457,576.9751054761842,-13.661719005103745,1.530467848669188,3.8329630907770667,71200.0,1.395010018
4486,Byelarus,BLR,2016,9.469379,Europe,Eastern Europe,719.6244271123228,75.99489122912102,791.82302933603,26.389786000141147,1.5232809192303236,37.442787615201404,155350.0,3.030298893
4487,Netherlands,NLD,2016,17.030314,Europe,Western Europe,9115.240931644712,535.2362223999341,10493.405519212294,5.125277754217561,1.1636269176959555,2.6660025164393355,41310.0,0.452534439
4488,Guinea,GIN,2016,11.930985,Africa,Sub-Saharan Africa,161.85674445321777,13.566083978248047,296.68590803886593,-19.07874337222879,1.9217111461015262,11.663241976094694,12300.0,0.329554442
4490,Afghanistan,AFG,2016,34.636207,Asia,South Asia,185.87831006238258,5.366589651758998,177.24005630468815,-0.9355422279648917,0.956772140958855,3.6802510519656955,323000.0,3.623538777
4491,Cameroon,CMR,2016,23.71163,Africa,Sub-Saharan Africa,387.43783087299033,16.339569691033063,427.2743900583471,8.832325545609287,1.1464243499260376,5.679760474304391,23400.0,0.240969389
4492,Canada,CAN,2016,36.109487,Americas,North America,17782.775543073636,492.46824091058494,21346.73882860828,1.3264346376331115,1.1641615671908903,2.856611558734347,67500.0,0.339578236
4493,Congo,COG,2016,5.186824,Africa,Sub-Saharan Africa,501.8121449378365,96.74747879199998,528.80186018748,-19.77660584336427,4.594806142974785,11.84026286059796,12000.0,0.587731977
4494,Czech Republic,CZE,2016,10.566332,Europe,Central Europe,1954.9350000452812,185.01548125170413,2715.2186230911707,8.39508107230953,0.996128102620186,2.50591301702844,23200.0,0.433285274
4495,Denmark,DNK,2016,5.72801,Europe,Western Europe,3592.7279437738093,627.2209622144181,3870.53142306294,6.612803474898632,1.147637616810924,2.1868643493197126,16100.0,0.547679218
4496,Oman,OMN,2016,4.39807,Asia,Middle East,7935.955786736021,1804.4177984288613,8426.31168999003,4.185877054927167,10.56312622893986,23.676094040968344,47000.0,1.955735465
4497,Sudan,SDN,2016,39.377169,Africa,Sub-Saharan Africa,2748.5119762470727,69.79963379914571,3260.4288866577217,4.795244106738172,2.2785072155192805,22.83947290414724,124300.0,1.113341377
4498,Azerbaijan,AZE,2016,9.757812,Europe,Eastern Europe,1396.9691076583222,143.16417529445354,1938.7217348819245,-33.30125708835829,3.688527303178144,10.412034009156311,81950.0,1.722797925
4499,Bahrain,BHR,2016,1.409661,Asia,Middle East,1505.534574468085,1068.0117946570736,1583.557213191678,1.573810960483879,4.670635313531353,13.350966981132077,19460.0,2.426557966
4500,Sweden,SWE,2016,9.923085,Europe,Western Europe,5427.549191340141,546.9618764063939,5403.443496323088,1.3201801774152866,1.0530163887863981,2.159700091979226,30550.0,0.575620412
4501,Ivory Coast,CIV,2016,24.213622,Africa,Sub-Saharan Africa,602.5387312353536,24.884287498803506,642.7497768460133,5.31203514886871,1.2573796239034833,7.086409961533886,25000.0,0.281418647
4502,Lebanon,LBN,2016,6.258619,Asia,Middle East,2606.456908322253,416.45879199904215,1887.8398139831215,17.347214124299736,5.062663113063676,18.017396319221373,80000.0,3.614997359
4503,Gabon,GAB,2016,2.086206,Africa,Sub-Saharan Africa,202.81539068040226,97.21733648565974,226.95055109047044,16.91997603497186,1.4475458041817517,6.6256168487839275,6700.0,1.046634601
4504,Hungary,HUN,2016,9.814023,Europe,Central Europe,1288.6760931675965,131.3096671128238,1319.024172995847,14.235854233214518,1.0020199042905524,2.1411768038687757,39800.0,0.855619388
4506,Ireland,IRL,2016,4.755335,Europe,Western Europe,1001.6104182993565,210.62878184173283,1066.2840151944952,0.7369049774757386,0.33578664790679175,1.1933749703533874,9100.0,0.390556264
4508,Ecuador,ECU,2016,16.439585,Americas,South America,2513.2,152.87490529718357,2606.8594422574956,-4.8895608681776,2.5147668003072634,5.825818864600477,40750.0,0.512456014
4509,Italy,ITA,2016,60.627498,Europe,Western Europe,25033.027894675393,412.8989108980778,26994.18174752154,13.283657161947172,1.3348352516955553,2.7198019861462397,356850.0,1.376070586
4510,Nigeria,NGA,2016,188.666931,Africa,Sub-Saharan Africa,1723.2042663951536,9.133578721303065,2403.300446475595,-3.434150047455342,0.43294778467316924,4.435621768903165,200000.0,0.320234083
4511,Japan,JPN,2016,127.076,Asia,East Asia,46471.28771424602,365.6968091082976,40157.381997623066,-0.5941951426017056,0.9295168164865975,2.496736207398489,260890.0,0.391318891
4512,Germany,DEU,2016,82.348669,Europe,Western Europe,39909.678594247795,484.6426673180084,43862.8895290415,4.339535526468663,1.1512303731728948,2.5955737681336624,179100.0,0.41108884
4514,Botswana,BWA,2016,2.352416,Africa,Sub-Saharan Africa,514.4634492296966,218.6957788204538,606.6147863266192,40.36456570626736,3.410662582733036,9.964904486894714,9000.0,0.930577858
4515,Greece,GRC,2016,10.775971,Europe,Western Europe,4963.484464404518,460.6067021157089,5277.898120689781,4.167695055632681,2.572120224494232,5.15032589736528,145350.0,3.07277628
4516,Poland,POL,2016,37.970087,Europe,Central Europe,9164.190586637735,241.35289936622306,10702.862369092147,-5.539002428178074,1.9492177066217715,4.715759406584283,178400.0,0.971056845
4517,New Zealand,NZL,2016,4.7141,Oceania,Oceania,1921.8156166914707,407.67391796768646,2087.0612232796607,10.319082234043009,1.0352257053761507,2.840695450057594,9000.0,0.340543265
4518,Brunei,BRN,2016,0.425994,Asia,South East Asia,403.366488712977,946.8830281951789,432.0856006214815,-4.1273771395047065,3.539384639041191,8.994231079554623,12100.0,5.889080865
4519,Pakistan,PAK,2016,213.52484,Asia,South Asia,10004.709598813655,46.855015083086606,8933.85691025045,3.421549537390911,3.2037767155062165,18.088141166646825,935800.0,1.374533337
4520,Russia,RUS,2016,144.342397,Europe,Eastern Europe,69245.2945528466,479.7294210989623,92992.47550159995,7.204227523102724,5.425147705045051,14.82839500339679,1454000.0,1.933982329
4522,France,FRA,2016,66.724104,Europe,Western Europe,47370.589552630576,709.9471811960274,50370.30537085075,3.8771541239010165,1.9172823680414157,3.38228115001895,306100.0,1.001190406
4523,Belgium,BEL,2016,11.331422,Europe,Western Europe,4255.489554616235,375.54770748245323,4839.403460676672,-0.408647460978262,0.8947062361815203,1.6843874616438537,33800.0,0.676380532
4524,Liberia,LBR,2016,4.706097,Africa,Sub-Saharan Africa,14.712,3.1261574081452213,34.0991113292725,-11.570496783694006,1.0626383218522908,1.263917525773196,2050.0,0.098429592
4525,Zambia,ZMB,2016,16.767761,Africa,Sub-Saharan Africa,299.50475987672945,17.861941130764535,357.78954085314007,-18.495994300075182,1.4545326360044226,5.9734658750265925,16500.0,0.305304923
4526,Indonesia,IDN,2016,261.850182,Asia,South East Asia,7396.62607468605,28.24754987065867,7879.748293263401,-6.677049194229722,0.7922202134968523,4.708932684118039,675500.0,0.530470621
4527,Kazakhstan,KAZ,2016,17.794055,Asia,Central Asia,1281.103431979172,71.99614882494024,1510.0553744122708,-15.623637235251419,0.9335517652857126,4.339745137704022,70500.0,0.777560036
4528,Mexico,MEX,2016,121.519221,Americas,Central America and the Caribbean,5336.8757404647395,43.91795550158061,6735.127276964925,11.821038335167188,0.4800462724454008,1.8099553921711076,336050.0,0.627334712
4529,Saudi Arabia,SAU,2016,33.41627,Asia,Middle East,63672.8,1905.4430671047369,69196.88481513162,-28.449169558011544,9.56048239449097,27.74781496111032,251500.0,1.800595149
4530,Senegal,SEN,2016,14.751356,Africa,Sub-Saharan Africa,304.7642642451122,20.66008468951005,345.06839734193164,41.09082267387703,1.6020974536389576,6.685688925051315,18600.0,0.441215192
4531,Algeria,DZA,2016,40.339329,Africa,North Africa,10217.081699569308,253.27842462548912,10596.564105565798,0.29847398823763527,6.3849289830186535,15.203920427663242,317200.0,2.661362735
4532,Georgia,GEO,2016,3.727505,Europe,Eastern Europe,315.19444632233643,84.55909417219733,376.1074345179069,7.456795238649416,2.0816403154888268,7.336516522423289,26050.0,1.273094073
4533,Central African Republic,CAF,2016,4.904177,Africa,Sub-Saharan Africa,26.832998820193534,5.471458069354662,31.059599314037193,-3.9763402931496383,1.4716325171980176,12.143407570174032,8150.0,0.457523568
4534,Chile,CHL,2016,18.083879,Americas,South America,4796.01096208952,265.2091933422868,4793.3569269910995,3.2926019323168187,1.9241584483148264,7.585386107668894,121900.0,1.407458561
4535,China,CHN,2016,1387.79,Asia,East Asia,198538.36142755367,143.0608099406637,220839.6455418761,5.756537885876889,1.768886590250697,5.476726323119265,2695000.0,0.345280725
4536,Colombia,COL,2016,47.625955,Americas,South America,8675.98082276398,182.16917272869344,8122.765795793697,-1.40493969299067,3.0711310261153857,10.239267959966933,481100.0,1.99798366
4537,Kyrgyzstan,KGZ,2016,6.0795,Asia,Central Asia,115.64531181156246,19.022174818909853,137.9258714717254,6.783117323087495,1.6973895707373985,4.360876636822651,20400.0,0.771216973
4538,Mali,MLI,2016,18.700106,Africa,Sub-Saharan Africa,362.3989021985638,19.37951058665463,395.8473620035869,19.70773216865922,2.5861308735712525,11.618669261121022,17800.0,0.262543108
4539,Mozambique,MOZ,2016,27.696493,Africa,Sub-Saharan Africa,110.46370930906537,3.988364494705715,172.93937457108444,9.49732307275346,0.9295845570137428,3.200838064218043,11200.0,0.092572916
4540,Belize,BLZ,2016,0.367313,Americas,Central America and the Caribbean,21.7128875,59.11276622390169,24.235476386688205,9.393436930384746,0.9614150890783777,3.5049051654560124,1500.0,0.922622709
4542,Papua New Guinea,PNG,2016,8.899169,Oceania,Oceania,79.05131930988075,8.883000121683356,92.63460154213408,-15.990095381533632,0.3810769230769231,1.8250810492189802,3600.0,0.133432419
4543,Cyprus,CYP,2016,1.197881,Europe,Western Europe,295.3550099535501,246.56456689232914,316.8362879421226,-8.36363699998678,1.4045576122120884,3.766713681241184,15750.0,2.556033944
4544,Peru,PER,2016,31.132779,Americas,South America,2536.0723348143015,81.45987657620611,2750.996359829426,-21.61694786346249,1.321908399429571,6.195018626795402,158000.0,0.937020926
4545,Philippines,PHL,2016,104.875266,Asia,South East Asia,3331.502847063366,31.766335134381123,3626.8020182271757,2.9555646155003057,1.0455851467388895,5.499870795285088,165500.0,0.3782278
4546,South Africa,ZAF,2016,56.422274,Africa,Sub-Saharan Africa,3139.312128418237,55.63958886907389,3736.1797193179796,-2.575771163763496,0.9710467649860928,3.2467053501180168,81400.0,0.347416491
4547,Spain,ESP,2016,46.484062,Europe,Western Europe,14014.43963518389,301.4891348175185,15497.262154955753,-7.27365320110186,1.1371359092622173,2.6779914963398763,197950.0,0.86149974
4549,Tajikistan,TJK,2016,8.725318,Asia,Central Asia,84.59018362804856,9.694796639852962,94.73146319013074,0.7163704707667584,1.2080671655411572,3.1201093617422457,16300.0,0.695564009
4550,"Tanzania, United Republic of",TZA,2016,54.401802,Africa,Sub-Saharan Africa,544.2182979441567,10.003681457907527,642.2480600742856,9.43369226585764,1.0936919337698838,6.467471915078926,28400.0,0.113777867
4551,Thailand,THA,2016,70.607037,Asia,South East Asia,5554.3770960507645,78.66605556682352,6104.20223887824,5.153781406784663,1.3233108583078526,6.401744579005626,454550.0,1.138009694
4552,Jamaica,JAM,2016,2.802695,Americas,Central America and the Caribbean,137.6490618192339,49.11310785484468,151.5440512346028,13.467589378144185,0.9548312980983273,3.340448906936641,3950.0,0.280433415
4553,Trinidad and Tobago,TTO,2016,1.46933,Americas,Central America and the Caribbean,216.27666000374967,147.19406804717093,239.63337614118024,8.424621498072904,0.949396768708893,2.8657190036606712,4050.0,0.583581055
4554,Albania,ALB,2016,2.876101,Europe,Central Europe,130.85320362646382,45.49673451191868,167.9015605429662,-3.7529093001139935,1.1035810088045188,3.787234340077329,8500.0,0.627307199
4555,Armenia,ARM,2016,2.865835,Europe,Eastern Europe,431.3962186016581,150.53072441423114,587.8354848873566,-1.6792058123844433,4.0903492169932525,15.12268439139349,49100.0,3.460551475
4556,Jordan,JOR,2016,9.964656,Asia,Middle East,1769.4366197183099,177.57126986805264,2039.5361089522128,10.427014228469677,4.435506300704961,15.608150080755372,115500.0,4.558833223
4557,Austria,AUT,2016,8.736668,Europe,Western Europe,2885.9473861035676,330.3258617705935,3281.431409155016,7.619981478422799,0.7297376917934851,1.4573967239848322,22400.0,0.489797239
4558,Benin,BEN,2016,11.260085,Africa,Sub-Saharan Africa,79.58156805205942,7.067581466042168,81.73888776758778,-11.524825231908952,0.6735967270168145,4.366134628730048,9750.0,0.232393178
4559,Bosnia and Herzegovina,BIH,2016,3.480986,Europe,Central Europe,157.9120105787029,45.36416135505943,172.38363288610964,-0.8014751538812037,0.9227722700691993,2.2258547860046227,10500.0,0.768802718
4560,Burkina Faso,BFA,2016,19.275498,Africa,Sub-Saharan Africa,149.46736322745178,7.754267268604515,171.72555264269195,0.8455739219436209,1.1653333543717916,5.387177757110466,11450.0,0.16605709
4561,Cambodia,KHM,2016,15.624584,Asia,South East Asia,382.20526041154363,24.461787936980826,455.2807210939538,13.860920656842147,1.909883630247057,9.043796071409629,191300.0,2.429328818
4562,Cape Verde,CPV,2016,0.558394,Africa,Sub-Saharan Africa,10.171216502213985,18.215124987399555,11.041557248212186,15.971523036521184,0.550048040403016,2.064144569486558,1200.0,0.508769922
4563,Chad,TCD,2016,14.592585,Africa,Sub-Saharan Africa,309.5674317268118,21.21402285659544,328.2539980271306,41.61186077562289,3.0364717263504293,21.13650438454118,39850.0,0.866173669
4566,Dominican Republic,DOM,2016,10.527592,Americas,Central America and the Caribbean,479.7221727669855,45.56808173863363,535.37681479216,5.453471251446773,0.6340305529134904,3.7352098495138084,71050.0,1.516285504
4567,Fiji,FJI,2016,0.918371,Oceania,Oceania,54.411608003680406,59.247959706567826,58.07748155103277,22.771212145771933,1.1037929021715736,3.5117684653716856,3500.0,0.946805748
4568,"Gambia, The",GMB,2016,2.317206,Africa,Sub-Saharan Africa,14.528208243356358,5.7569350920140785,16.48232572289359,0.0,0.7689482804228458,3.3291080804569857,800.0,0.104139954
4569,Ghana,GHA,2016,29.554303,Africa,Sub-Saharan Africa,161.75187426381748,5.4730397216208235,146.4809082051642,-24.444844853508986,0.29141245426546125,1.4650655921609927,15500.0,0.123593683
4570,Guatemala,GTM,2016,15.82769,Americas,Central America and the Caribbean,290.91270400085006,18.379984950479194,368.7136575381173,9.553484915257137,0.4404965125233652,3.505548509828789,43050.0,0.696096427
4571,Guyana,GUY,2016,0.759087,Americas,South America,51.56213082321534,67.9265101671025,60.554181069284624,10.5030879352076,1.1541282758456783,4.5863544846119835,3400.0,1.173113616
4572,Haiti,HTI,2016,10.713849,Americas,Central America and the Caribbean,6.5860840095186,0.6147262304628897,10.067508401416868,29.465358583386326,0.04923153603689181,0.4667310304567959,200.0,0.004279866
4573,Honduras,HND,2016,9.460798,Americas,Central America and the Caribbean,334.21625423721724,35.32643379947624,412.0169719221476,18.807185102252944,1.531551641498389,5.593169165512975,22700.0,0.569806291
4574,Israel,ISR,2016,8.546,Asia,Middle East,17434.558598548465,2040.084085952313,21412.686339899137,5.298910123826972,5.434059981203396,14.355888177352572,184500.0,4.5833294
4575,Kenya,KEN,2016,47.89467,Africa,Sub-Saharan Africa,933.1030025495725,19.48239757262285,1151.0098387614444,7.581910940705994,1.247309800771591,4.92144107821081,29100.0,0.13864382
4576,Kuwait,KWT,2016,4.048085,Asia,Middle East,6446.742131362371,1592.5411969764396,7251.835118751235,9.35520451217451,5.893519442881431,10.910338261648747,22600.0,0.972311076
4577,Latvia,LVA,2016,1.959537,Europe,Central Europe,404.55245216626344,206.45308160359482,509.79003088358377,44.128417639612614,1.4500622829143641,4.014184397163121,5310.0,0.528794399
4578,Lesotho,LSO,2016,2.143872,Africa,Sub-Saharan Africa,41.489543364854306,19.352621502055303,51.778519336857876,2.010489294046014,1.9638884269848629,3.639927596686729,2000.0,0.220917337
4580,Lithuania,LTU,2016,2.868231,Europe,Central Europe,635.4481024122891,221.54704499473337,835.4428422512061,34.01825038862651,1.47750587185705,4.437065637065637,29650.0,2.010154501
4581,Luxembourg,LUX,2016,0.582014,Europe,Western Europe,235.55594468120012,404.72556447301974,258.76837503060824,-5.607857148792872,0.37894915726333095,0.9463301937089035,1500.0,0.523041732
4582,Macedonia,MKD,2016,2.07249,Europe,Central Europe,103.52013726839455,49.94964379485283,121.78346017064152,4.1643977181742065,0.9701159779092121,3.118622448979592,15600.0,1.642952681
4583,Malawi,MWI,2016,17.405624,Africa,Sub-Saharan Africa,35.74812198667001,2.053825935035136,52.79811279204645,1.5647526639199327,0.45204729947569106,2.2892935000729713,14900.0,0.229574424
4584,Malta,MLT,2016,0.455356,Europe,Western Europe,59.672922989577785,131.046748016009,64.13566006529432,14.7934685271502,0.5118888441326722,1.4073779342723005,2130.0,0.956722887
