,Country,GMI_CNTRY,Year,Total population (millions),Continent,Sub-Continent,Military expenditure (Current USD - $ millions),Military expenditure per capita,Military expenditure (Constant USD 2022 - $ millions),Percentage change in military expenditure,Military expenditure as a share of GDP,Military expendenture as a share of government spending,Total of armed forces personnel,Armed forces personnel (% of total labour force)
4997,Russia,RUS,2019,144.406261,Europe,Eastern Europe,65201.335848356466,451.5132196958999,75764.9147217146,4.482252072658266,3.860337504370727,11.399000088659959,1454000.0,1.975583124
4999,France,FRA,2019,67.388001,Europe,Western Europe,50118.929211934614,743.7366959725458,50596.38264060636,1.6521421437476036,1.836461470732903,3.3177863432423216,304000.0,0.991769197
5000,Belgium,BEL,2019,11.48898,Europe,Western Europe,4761.195700850873,414.4141343140012,5058.982932626238,2.2377127598274926,0.8884293808633059,1.7117751712700955,26000.0,0.50053856
5001,Liberia,LBR,2019,4.985289,Africa,Sub-Saharan Africa,12.901,2.587813865956417,16.027661613950535,-20.201662926359475,0.9403052539250356,1.2965829145728645,2000.0,0.08996928
5002,Zambia,ZMB,2019,18.380477,Africa,Sub-Saharan Africa,292.07246264612525,15.89036359862289,349.48447684526917,-12.620086398712104,1.2556547230749977,4.210837658351471,16000.0,0.261542226
5003,Indonesia,IDN,2019,269.582878,Asia,South East Asia,8154.2447676185575,30.24763600757522,8381.707405612244,4.947520935530281,0.7285637435515246,4.459843187396119,676000.0,0.496321888
5004,Kazakhstan,KAZ,2019,18.513673,Asia,Central Asia,1853.499708868923,100.11518021674699,2039.1463724312464,30.56831359046932,1.0209163668913428,5.041941005589766,71000.0,0.76955902
5005,Mexico,MEX,2019,125.085311,Americas,Central America and the Caribbean,6650.808254067259,53.17017802407877,7501.68140039926,9.915758512864015,0.5089059262945828,2.016139528214631,328000.0,0.5772757
5006,Saudi Arabia,SAU,2019,35.827362,Asia,Middle East,65362.666666666664,1824.3784364214887,71410.02628353561,-10.523855197572852,7.794588442168612,23.145420207743154,252000.0,1.627322801
5007,Senegal,SEN,2019,16.000781,Africa,Sub-Saharan Africa,356.82079602974954,22.300211222799035,385.32820402156995,-4.003748578079369,1.5247371060565278,6.302529367612881,19000.0,0.406065941
5008,Algeria,DZA,2019,42.705368,Africa,North Africa,10303.60057521065,241.2717898885838,10383.207822940152,7.883043328508266,5.999941463985717,14.358742080803532,317000.0,2.556034196
5009,Georgia,GEO,2019,3.720161,Europe,Eastern Europe,310.61412850550226,83.49480802188461,386.67996378693647,-1.3707072813564536,1.776554015966372,6.137336045451358,26000.0,1.400714149
5010,Central African Republic,CAF,2019,5.209324,Africa,Sub-Saharan Africa,40.7776666587025,7.827823083897739,42.89524492704481,37.20009879498885,1.7900540896899957,10.583758930904807,10000.0,0.528184729
5011,Chile,CHL,2019,19.039485,Americas,South America,5182.156528660157,272.17944858593376,5013.6564238593755,-0.0468818884824751,1.8626166046431498,7.03739588172679,122000.0,1.32403111
5012,China,CHN,2019,1407.745,Asia,East Asia,240332.55545815144,170.72165446025485,260242.52127522836,4.871733507140119,1.6829110115129604,4.906763866310284,2535000.0,0.326961305
5013,Colombia,COL,2019,50.187406,Americas,South America,10167.547855570394,202.59161941086163,9158.308320449141,7.507142469622141,3.1456566937215347,9.567413669241335,481000.0,1.918404169
5014,Kyrgyzstan,KGZ,2019,6.4562,Asia,Central Asia,128.94345177070963,19.97203490764066,144.8823009989694,1.6555269067372036,1.375916891866471,4.461408526568675,21000.0,0.768270572
5015,Mali,MLI,2019,20.567424,Africa,Sub-Saharan Africa,475.63818567201065,23.125802515279048,511.33562091843385,5.8534609352186795,2.75271658139503,11.891116989504223,21000.0,0.290284991
5016,Mozambique,MOZ,2019,30.285595,Africa,Sub-Saharan Africa,217.45132229003198,7.180024770523147,258.30715564448747,7.615680630982546,1.3991490853185293,4.957705729051636,11000.0,0.082382644
5017,Belize,BLZ,2019,0.389095,Americas,Central America and the Caribbean,24.42495,62.7737442012876,26.830529135927872,4.447855635328102,1.0106942487508521,3.726155606407323,2000.0,1.146177784
5019,Papua New Guinea,PNG,2019,9.542486,Oceania,Oceania,91.73453996983409,9.613274776597429,99.44946867376947,11.595928788527843,0.362698688154268,1.7481030121867094,4000.0,0.13647089
5020,Cyprus,CYP,2019,1.228836,Europe,Western Europe,463.6139722346619,377.27896337237996,480.5649179202048,8.245755511445996,1.7866190131382724,4.685979404775377,16000.0,2.460285608
5021,Peru,PER,2019,32.824861,Americas,South America,2766.847335140018,84.29121253978862,2761.8305267837227,3.239151994943601,1.205891462287922,5.603788428582754,158000.0,0.852801772
5022,Philippines,PHL,2019,110.380804,Asia,South East Asia,4268.129892722529,38.66732020472082,4563.817468319013,-0.3013633210627642,1.1313313248366779,5.208584745882653,155000.0,0.343743147
5023,South Africa,ZAF,2019,58.087055,Africa,Sub-Saharan Africa,3435.429787528549,59.142777810452756,3505.6347805200226,-0.65286858033069,0.8824302716709155,2.8108362542965057,90000.0,0.372784186
5024,Spain,ESP,2019,47.134837,Europe,Western Europe,17189.319301388266,364.6839661583696,17986.492871173392,0.9697446640841267,1.2327049175721168,2.915302704632281,199000.0,0.86001817
5026,Tajikistan,TJK,2019,9.337003,Asia,Central Asia,82.7683912267814,8.86455656346918,90.89842663938926,-1.8013165686057708,0.9969662495259765,3.458603753727417,17000.0,0.696870682
5027,"Tanzania, United Republic of",TZA,2019,59.872579,Africa,Sub-Saharan Africa,618.9434455681802,10.337678047377585,686.0221451153691,1.0803741276757206,1.0623672734941398,6.139336909470744,28000.0,0.102605622
5028,Thailand,THA,2019,71.307763,Asia,South East Asia,7091.211579585714,99.44515549570269,6751.41779398456,2.4898708889463217,1.3272981400838635,6.057108778625954,455000.0,1.138855352
5029,Jamaica,JAM,2019,2.813773,Americas,Central America and the Caribbean,266.0150745105094,94.54034654199519,284.2851947481939,26.400991104478422,1.6815257816760827,5.629769145591207,6000.0,0.403433759
5030,Trinidad and Tobago,TTO,2019,1.519955,Americas,Central America and the Caribbean,172.52584933530284,113.50720865769239,186.93215049173332,2.9103585951483435,0.7552978113899046,2.3638461071421344,5000.0,0.719318891
5031,Albania,ALB,2019,2.854191,Europe,Central Europe,197.22591331889257,69.10046080269069,212.18360434909957,12.49524331276377,1.2808059620147156,4.405116195866062,8000.0,0.558267807
5032,Armenia,ARM,2019,2.820602,Europe,Eastern Europe,652.0001748240832,231.15638960196551,846.0987844153564,24.575883305006087,4.787705840785639,19.225930380989787,49000.0,3.466023071
5033,Jordan,JOR,2019,10.698683,Asia,Middle East,2032.1126760563382,189.94045118042453,2153.719255808912,3.014094351926344,4.566237503216273,15.201770097987568,116000.0,4.155012037
5034,Austria,AUT,2019,8.87992,Europe,Western Europe,3336.5427675772503,375.7401831972867,3544.844966775557,2.2597606177872542,0.7503596574903504,1.541676797252068,22000.0,0.472210417
5035,Benin,BEN,2019,12.290444,Africa,Sub-Saharan Africa,68.11239030783777,5.541898267291057,67.97716972744543,-19.827703017272658,0.4733139055520818,3.2416341780376867,12000.0,0.272541697
5036,Bosnia and Herzegovina,BIH,2019,3.360711,Europe,Central Europe,165.36920435031482,49.2066126335513,173.4419522893244,0.756231889269765,0.8073242248853219,2.022684310018904,11000.0,0.818121845
5037,Burkina Faso,BFA,2019,20.951639,Africa,Sub-Saharan Africa,357.9215575177743,17.083224730904075,405.88373731177444,27.53912213382963,2.212552084919499,9.527545462392165,11000.0,0.145367239
5038,Cambodia,KHM,2019,16.207746,Asia,South East Asia,595.4076176677853,36.73599139990134,659.6192888772375,7.824558363187606,2.1964813026801178,9.22256355297452,191000.0,2.21153609
5039,Cape Verde,CPV,2019,0.57703,Africa,Sub-Saharan Africa,9.728061089786552,16.858848049124916,10.10720795213588,-5.331890363247238,0.43186498382316263,1.5711614786630368,1000.0,0.416002796
5040,Chad,TCD,2019,16.126866,Africa,Sub-Saharan Africa,234.7096549582052,14.553953319771194,241.8120623313201,-1.293654975309877,2.1354031615705065,14.932422455201646,45000.0,0.895190678
5043,Dominican Republic,DOM,2019,10.881882,Americas,Central America and the Caribbean,613.299023334698,56.35964655146031,699.5314099566451,5.1179974845022125,0.689583054746984,3.8607639208467557,71000.0,1.394512495
5044,Fiji,FJI,2019,0.918465,Oceania,Oceania,79.02219897721992,86.03724581472339,79.10722438631565,-1.534197332437437,1.4352992586087514,4.77328699803426,4000.0,1.074757441
5045,"Gambia, The",GMB,2019,2.508883,Africa,Sub-Saharan Africa,14.456446201773305,5.762104570748538,16.59099592086433,22.286948650703685,0.7693409793990315,3.3589504454342984,4000.0,0.470504098
5046,Ghana,GHA,2019,31.52229,Africa,Sub-Saharan Africa,233.32013703844692,7.401750857518502,216.17988612613343,13.774520933110313,0.343818178617089,1.528718402773448,16000.0,0.118408048
5047,Guatemala,GTM,2019,16.604026,Americas,Central America and the Caribbean,331.8825516434975,19.988077087056926,379.11443512596526,19.941387412807288,0.43007076335889305,3.199684352923493,43000.0,0.663463936
5048,Guyana,GUY,2019,0.798753,Americas,South America,67.20693771302835,84.13982509365016,75.41462493331962,6.978900670361576,1.2996127850461054,4.61603047654169,3000.0,1.053030622
5049,Haiti,HTI,2019,11.160438,Americas,Central America and the Caribbean,11.833075049811821,1.0602697716533904,17.516713835021072,36.707555849166276,0.08593150954455879,0.8962481660029344,1000.0,0.02028421
5050,Honduras,HND,2019,9.958829,Americas,Central America and the Caribbean,392.6321801566579,39.42553689361048,461.2493184104368,7.6032312625983645,1.5651200152475688,6.084180448085774,23000.0,0.522843368
5051,Israel,ISR,2019,9.054,Asia,Middle East,20339.22558922559,2246.4353423045713,22737.20327843414,0.5964721180515609,5.088474267787302,13.132921712285583,178000.0,4.21556505
5052,Kenya,KEN,2019,50.95145,Africa,Sub-Saharan Africa,1116.8724199131227,21.920326505195096,1163.1797818735458,-4.024466226277134,1.1125711791298987,4.559727782225781,29000.0,0.127407877
5053,Kuwait,KWT,2019,4.4411,Asia,Middle East,7373.519736842106,1660.2913100002493,8034.784327597206,2.360816950634037,5.421005983764507,10.220920158679494,25000.0,0.973538446
5054,Latvia,LVA,2019,1.913822,Europe,Central Europe,691.8943125839678,361.524902830027,789.2150977041211,0.016739161308776396,2.0214000784006956,5.359465787876159,6000.0,0.60675439
5055,Lesotho,LSO,2019,2.225702,Africa,Sub-Saharan Africa,44.84596746278989,20.149133829591694,47.71524840166211,-8.94768699512758,1.8754042165518472,3.523524612455806,2000.0,0.21165029
5057,Lithuania,LTU,2019,2.794137,Europe,Central Europe,1093.819973130318,391.46969999334965,1303.1286378771167,6.671749182828557,1.995540753724677,5.914759656132703,37000.0,2.516150969
5058,Luxembourg,LUX,2019,0.620001,Europe,Western Europe,381.7733990147783,615.7625536326204,394.22207689390837,11.347885740764973,0.546198379988419,1.2676108694844057,1000.0,0.316685193
5059,Macedonia,MKD,2019,2.076694,Europe,Central Europe,146.09338039957785,70.3490164653906,163.5402510941239,27.838702132151628,1.1591162855325745,3.6907815502293806,16000.0,1.663651299
5060,Malawi,MWI,2019,18.867337,Africa,Sub-Saharan Africa,85.18193495483126,4.514783138438205,95.9210566017153,34.04253022538417,0.7607818269189827,3.938922727100943,15000.0,0.208572003
5061,Malta,MLT,2019,0.504062,Europe,Western Europe,80.26757725033588,159.24147674360668,81.76499171892173,24.505536857707444,0.5018687331304966,1.4057843137254902,2000.0,0.75309144
5062,Mauritania,MRT,2019,4.383849,Africa,Sub-Saharan Africa,162.3979549764987,37.04460508938577,185.61501220971795,1.6287981272055108,1.996333012177384,11.442460394313825,21000.0,2.041346005
5063,Mauritius,MUS,2019,1.265985,Africa,Sub-Saharan Africa,22.131218959658447,17.481422733806838,20.36634170606443,-2.9512281372264138,0.14879673818803846,0.534913269639811,3000.0,0.48671748
5064,Moldova,MDA,2019,2.664224,Europe,Eastern Europe,43.00932857307383,16.143285464388065,55.52805668146539,13.390734692288042,0.36212237885208143,1.1321469714424304,6000.0,0.403397684
5065,Morocco,MAR,2019,36.304408,Africa,North Africa,3721.32383745287,102.50336095420892,3809.704238741272,2.0962674845460993,2.8657983797857134,10.473610517472624,246000.0,2.022769976
5066,Namibia,NAM,2019,2.446644,Africa,Sub-Saharan Africa,414.0594899868339,169.2356918239163,410.2230345273764,-4.5332798191119235,3.2974263140191273,8.813115781710914,16000.0,1.741629294
5067,Nepal,NPL,2019,28.832496,Asia,South Asia,428.6968950576221,14.868532195673316,447.0674285689016,-3.1747534754960616,1.3376654831517498,4.520250992881584,112000.0,1.396458233
5068,Nicaragua,NIC,2019,6.663924,Americas,Central America and the Caribbean,76.93150684931507,11.544475424586937,84.70133943466371,-6.9575396679659836,0.6050200893975651,2.173841985290956,12000.0,0.4000084
5069,Niger,NER,2019,23.443393,Africa,Sub-Saharan Africa,247.63208284552817,10.562979635478882,259.09563629118423,16.600704731884175,1.9173360065035074,8.892307126617109,10000.0,0.113813823
5070,Paraguay,PRY,2019,6.530026,Americas,South America,375.7795113839231,57.54640354937684,375.4659035909228,1.2118375431175776,0.9738403840704452,4.2411382126387345,29000.0,0.869263126
5071,Portugal,PRT,2019,10.286263,Europe,Western Europe,3299.3730407523512,320.7552675594967,3384.2351570734654,6.802453524417329,1.3746963143304929,3.2390310384243386,52000.0,0.987831061
5073,Romania,ROM,2019,19.371648,Europe,Central Europe,4613.0403968816445,238.13360623121196,5111.30970615584,9.464477727765775,1.8355987142630728,5.510575552764882,126000.0,1.404328296
5074,Rwanda,RWA,2019,12.835028,Africa,Sub-Saharan Africa,124.07335262689226,9.666776934720536,138.4280722332981,5.233645748793614,1.1979312197743148,4.246526547576869,35000.0,0.774427261
5076,Sierra Leone,SLE,2019,8.046828,Africa,Sub-Saharan Africa,27.430736773482874,3.4088881697835314,29.00046416708154,-8.820960563284274,0.6724772675180614,3.161995344247945,9000.0,0.347473175
5077,Slovenia,SVN,2019,2.088385,Europe,Central Europe,572.8840125391849,274.3191569270919,596.6356493516238,12.234699567478625,1.0543316103123008,2.428225691643335,7000.0,0.680446684
5079,Sri Lanka,LKA,2019,21.803,Asia,South Asia,1560.094458931629,71.55411910891296,1464.6495190689222,1.119517427934258,1.752199280602253,9.007266112904217,317000.0,3.657933169
5080,Switzerland,CHE,2019,8.57528,Europe,Western Europe,5021.931589537224,585.6288762043017,5369.481495890753,7.371088772212975,0.6963243247604625,2.1769544094687356,20000.0,0.402333049
5082,Tunisia,TUN,2019,12.049314,Africa,North Africa,1000.922131147541,83.06880633599066,1151.4132356887335,22.975067508475977,2.383277777461529,8.070218917802562,48000.0,1.131893675
5083,Uganda,UGA,2019,42.94908,Africa,Sub-Saharan Africa,647.6066069308,15.078474484920282,736.1781734511075,53.2330170181595,1.7448004111859972,9.375444935800305,46000.0,0.284469071
5085,Uruguay,URY,2019,3.428409,Americas,South America,1154.9161488039501,336.8665024517058,1274.3470438420925,-3.451378130688243,1.8853874666770152,6.08859947132926,22000.0,1.261894069
5087,Zimbabwe,ZWE,2019,15.354608,Africa,Sub-Saharan Africa,546.9389999999999,35.62051209643384,197.05046945008675,-2.5047102916794572,0.729567173018744,5.50461956521739,51000.0,0.862552292
5088,Brazil,BRA,2020,213.196304,Americas,South America,19591.20900446342,91.89281726227027,23137.36458699576,-4.271712359913171,1.3266602686055518,2.6578251082706967,762000.0,0.748851221
5089,Norway,NOR,2020,5.379475,Europe,Western Europe,7225.183140460771,1343.101908729155,7750.435724844871,1.314197349597368,1.965983692394358,3.465812444616466,25000.0,0.882753711
5090,Ukraine,UKR,2020,44.132049,Europe,Eastern Europe,6838.766421177517,154.96145264357693,7432.215516608042,10.976646729473494,4.400314702767075,9.580844457187379,298000.0,1.447590168
5091,Croatia,HRV,2020,4.04768,Europe,Central Europe,981.3893288335565,242.45724188511855,1028.7968803732206,-2.3670046848168536,1.7025613374046344,3.1522456639171055,20000.0,1.128428731
5094,Estonia,EST,2020,1.329522,Europe,Central Europe,718.1123902883847,540.128249316961,827.9664203028641,11.214947416693711,2.2967568342533324,5.112391463117747,7000.0,0.994347843
5095,Ethiopia,ETH,2020,117.190911,Africa,Sub-Saharan Africa,504.0660882512957,4.301238756061003,575.7161000150256,-6.2726680881195485,0.5216242972209781,3.6054792388216526,138000.0,0.247414483
5096,El Salvador,SLV,2020,6.292731,Americas,Central America and the Caribbean,343.9,54.65035769048446,381.4370725540254,8.821773328428373,1.3794577901863165,4.2206676485027,42000.0,1.595205875
5097,Finland,FIN,2020,5.529543,Europe,Western Europe,3868.6880200615524,699.639738774353,3907.9252820747806,4.224427107484563,1.4258227677933775,2.493314918750551,22000.0,0.799688558
5098,India,IND,2020,1396.387127,Asia,South Asia,72937.06404779929,52.23269581731061,77085.46974107779,0.6065490928374606,2.8071938738613125,8.761080860690235,3068000.0,0.589408504
5099,Guinea-Bissau,GNB,2020,2.015828,Africa,Sub-Saharan Africa,24.165899178063146,11.98807595591645,24.939981666403273,3.963455691856166,1.6253776390095918,6.347447647563581,4000.0,0.606687516
5100,Argentina,ARG,2020,45.376763,Americas,South America,2830.9297052154193,62.38721138428097,3919.159762487352,-6.754830647888421,0.7341115939487436,1.7281658897505907,103000.0,0.530747518
5101,Australia,AUS,2020,25.649248,Oceania,Oceania,27300.894700619407,1064.3935721086016,30170.39183394197,4.887643949130571,2.0106564049433877,4.522401553213878,60000.0,0.441598554
5102,Bangladesh,BGD,2020,167.420951,Asia,South Asia,4651.183348262694,27.78136977768508,4803.020059954758,1.6853510879003109,1.2446895087522372,9.352788238891009,227000.0,0.319983161
5103,Bulgaria,BGR,2020,6.934015,Europe,Central Europe,1119.0115398065043,161.38002871446116,1230.005377567342,-49.92263763365477,1.5934611657122844,4.2143155029741655,37000.0,1.117199007
5104,Egypt,EGY,2020,107.465134,Africa,Middle East,4505.374644325008,41.92405924255404,4448.2169379419165,7.920125611659068,1.1224755033239864,4.50697053651625,836000.0,2.798506869
5105,Burundi,BDI,2020,12.220227,Africa,Sub-Saharan Africa,67.47409271629704,5.521508947116698,81.50462727278293,-22.880159479503913,2.185913283664827,7.423964695944975,31000.0,0.605856522
5106,United Kingdom,GBR,2020,67.081234,Europe,Western Europe,58332.3717948718,869.5780968321453,62064.891239410776,1.5884283344771655,2.162215913411092,4.325064877042557,153000.0,0.44177118
5107,United States,USA,2020,331.511512,Americas,North America,778397.2,2348.02464416379,880185.2355658254,4.707319264104282,3.650513734040406,8.246694000360213,1395000.0,0.842179473
5109,Singapore,SGP,2020,5.685807,Asia,South East Asia,9801.649746192894,1723.8801363100954,10645.294207404982,-4.566993854283341,2.8118831798876287,11.383828557953072,59000.0,1.680051074
5110,Slovakia,SVK,2020,5.458827,Europe,Central Europe,2047.1902427903797,375.0238362179969,2197.3803925930447,9.433139394415345,1.9220047888311744,4.294903986417007,18000.0,0.663638019
5111,Iran,IRN,2020,87.290193,Asia,Middle East,3335.7151494803447,38.214088373940754,5811.3030404861465,5.354358679467319,2.167920054113034,14.390569610347509,650000.0,2.39241996
5112,"Korea, Republic of",KOR,2020,51.836239,Asia,East Asia,46117.09657458188,889.6690320179649,45382.45688522605,5.261620377196219,2.8033216224255835,11.170682829875656,569000.0,1.989708138
5113,Equatorial Guinea,GNQ,2020,1.596049,Africa,Sub-Saharan Africa,162.37336438041947,101.73457355032299,156.84403658743005,2.4049640274588446,1.6408299588743296,10.1501321436602,1000.0,0.193596224
5114,Madagascar,MDG,2020,28.225177,Africa,Sub-Saharan Africa,87.3577520692398,3.0950293799482567,92.22945335682743,14.746561518122792,0.6731538963754986,4.115875491482617,22000.0,0.152739911
5115,Malaysia,MYS,2020,33.199993,Asia,South East Asia,3374.5835316515945,101.6441037096482,3415.444296110318,6.1289514051314775,0.999653920235799,3.9905891888240985,136000.0,0.817916608
5116,Togo,TGO,2020,8.44258,Africa,Sub-Saharan Africa,163.92687716127685,19.416680346680383,170.1463604068105,-7.190190036577803,2.838985987496646,9.361417088419172,10000.0,0.347490924
5117,Mongolia,MNG,2020,3.294335,Asia,East Asia,102.51012006861063,31.117090419951413,126.71744343464422,3.5070457450184778,0.7099094685419625,1.9341921582362827,18000.0,1.323771779
5118,Angola,AGO,2020,33.428486,Africa,Sub-Saharan Africa,993.5944046258786,29.722985498831104,1901.0939615317907,-12.464115939396015,1.7369939581108194,7.462364416983276,117000.0,0.852243549
5119,Myanmar (Burma),MMR,2020,53.423198,Asia,South East Asia,2498.2291379385424,46.763002430864255,3220.027516973128,41.256573774699866,2.9904758893038887,13.814266835060412,463000.0,1.924290355
5120,Iraq,IRQ,2020,42.556984,Asia,Middle East,5649.373636979964,132.74844939622517,5159.912358549122,-25.712794221301838,3.132321736426899,7.425724373854048,459000.0,4.453265165
5121,Bolivia,BOL,2020,11.936162,Americas,South America,510.4958273471458,42.76884205719944,523.9218659344943,-14.886103204115253,1.3920474446896722,3.6655939330746348,71000.0,1.244440768
5122,Byelarus,BLR,2020,9.379952,Europe,Eastern Europe,861.0532786885246,91.79719455798119,928.0546700923427,5.798908506327738,1.4032585986716613,36.88371194831642,158000.0,3.132066974
5123,Netherlands,NLD,2020,17.4415,Europe,Western Europe,13085.717542459819,750.2633112094612,13637.434318498255,5.754788015432588,1.4412639825241986,3.0132207847429466,41000.0,0.431482023
5124,Guinea,GIN,2020,13.205153,Africa,Sub-Saharan Africa,206.99289078606407,15.675160354905701,281.41245786676257,-0.9246445121234959,1.476887051116743,8.632945190111055,13000.0,0.324670378
5126,Afghanistan,AFG,2020,38.97223,Asia,South Asia,279.57695492519326,7.173747946299025,263.90420181801124,15.693391461299843,1.3588569273892883,4.972825374499344,165000.0,1.812045225
5127,Cameroon,CMR,2020,26.491087,Africa,Sub-Saharan Africa,393.29939006377396,14.846479876940268,394.33720756012735,-10.70968892975288,0.96440732254506,5.812162471013915,34000.0,0.314369255
5128,Canada,CAN,2020,38.007166,Americas,North America,23082.774049217,607.3268932815723,26265.598393251796,3.4175917451245486,1.400835686237063,2.657634452915722,72000.0,0.351715895
5129,Congo,COG,2020,5.702174,Africa,Sub-Saharan Africa,298.38219194745164,52.327794968629796,288.56915394383697,-4.027344242936426,2.601187266302206,12.322917713252284,12000.0,0.538696355
5130,Czech Republic,CZE,2020,10.697858,Europe,Central Europe,3252.505061818808,304.0332991724893,3863.8306195615232,9.667716641740265,1.3224499490377783,2.8006884834815895,27000.0,0.502298294
5131,Denmark,DNK,2020,5.831404,Europe,Western Europe,4887.155963302753,838.0753525742261,4956.698886952336,6.345335265316465,1.3771311205343573,2.5751923619224106,15000.0,0.495335263
5132,Oman,OMN,2020,4.543399,Asia,Middle East,6095.708712613784,1341.662643455656,6364.039798868605,-6.101801323862766,8.030242505396252,18.03061773982614,47000.0,2.098254565
5133,Sudan,SDN,2020,44.440486,Africa,Sub-Saharan Africa,934.3111538035246,21.023873451868294,1132.4120040314465,-41.9356035040981,0.978360320871545,9.096010042334626,144000.0,1.145763381
5134,Azerbaijan,AZE,2020,10.093121,Europe,Eastern Europe,2237.7647058823527,221.71186750682497,2717.1783770654893,17.442770063247302,5.241526025068168,13.055355365661143,82000.0,1.587482891
5135,Bahrain,BHR,2020,1.477469,Asia,Middle East,1404.7872340425533,950.806571266506,1446.8948616385396,-7.67754936896411,4.045649509803922,11.332332117571339,19000.0,2.261272144
5136,Sweden,SWE,2020,10.353442,Europe,Western Europe,6271.28583840139,605.7198986000395,6322.112077391662,4.070077129898153,1.1460864242762483,2.246209380664535,15000.0,0.269323078
5137,Ivory Coast,CIV,2020,26.81179,Africa,Sub-Saharan Africa,607.1558899681999,22.645108363455027,613.9264231045669,8.623806303469618,0.9894826266079694,4.728266753274872,27000.0,0.271529089
5138,Lebanon,LBN,2020,5.662923,Asia,Middle East,431.9910514541387,76.28411183661488,660.1880776469125,-58.77622586910019,3.0326454174821986,15.479735521784391,80000.0,4.426348058
5139,Gabon,GAB,2020,2.292573,Africa,Sub-Saharan Africa,263.471597129303,114.92397281539257,256.1507004073958,-4.337946555161265,1.7200532697171942,8.682158113540318,7000.0,1.051355723
5140,Hungary,HUN,2020,9.750149,Europe,Central Europe,2768.3725371738155,283.93130578556446,2756.9574655527886,29.58269464987524,1.7600693652203871,3.4458848100989465,46000.0,0.973667171
5142,Ireland,IRL,2020,4.985382,Europe,Western Europe,1144.420380713553,229.55520373635417,1165.2694846730299,1.355318124255489,0.2675552142757116,0.9847481732136726,9000.0,0.370030186
5144,Ecuador,ECU,2020,17.588595,Americas,South America,2356.3,133.9674942768311,2441.2219904536337,0.7805626873064408,2.3731224958234938,6.1082019908751555,42000.0,0.540591678
5145,Italy,ITA,2020,59.438851,Europe,Western Europe,32929.09381055512,553.9995012782989,33492.26903552777,22.769864361921364,1.7389839805186464,3.0516408724981807,338000.0,1.345202048
5146,Nigeria,NGA,2020,208.327405,Africa,Sub-Saharan Africa,2567.917819043856,12.326356290205103,3202.421874243413,28.732872109603957,0.6320229134741655,5.231576309450279,223000.0,0.324918176
5147,Japan,JPN,2020,126.261,Asia,East Asia,51396.53605852544,407.06580859113615,42722.206665823636,-0.8572551263979267,1.0174479300910872,2.2840408859028556,261000.0,0.378818776
5148,Germany,DEU,2020,83.160871,Europe,Western Europe,53318.70511797561,641.1513549199792,54191.854600873434,6.54930639033191,1.3742717548101642,2.7233957079146243,183000.0,0.420678147
5150,Botswana,BWA,2020,2.546402,Africa,Sub-Saharan Africa,499.02747951960544,195.97356565051606,552.4700038522715,1.171294237339282,3.334787687266614,8.662855718769027,9000.0,0.849701094
5151,Greece,GRC,2020,10.698599,Europe,Western Europe,5773.281659637524,539.6296897974702,5912.419898030504,6.670020538421739,3.0693435445789987,5.098961059879999,147000.0,3.196035698
5152,Poland,POL,2020,37.89907,Europe,Central Europe,13718.291431503332,361.9690781727185,14426.156772593371,14.443489331977855,2.287485156172465,4.741140379653683,189000.0,1.035869815
5153,New Zealand,NZL,2020,5.0902,Oceania,Oceania,2810.1823491239456,552.0770007315912,3059.333800011194,2.9481329143239643,1.3408421267741695,3.1799057151039407,10000.0,0.345590149
5154,Brunei,BRN,2020,0.441725,Asia,South East Asia,436.5482233502538,988.2805441173894,460.6392116216033,4.393148785024215,3.63429176862407,10.935513169845594,8000.0,3.679598924
5155,Pakistan,PAK,2020,227.196741,Asia,South Asia,10241.024484575892,45.075578282946815,10642.27596192247,-1.6307011549966166,3.4866790902030314,17.17879054824334,943000.0,1.279234823
5156,Russia,RUS,2020,144.073139,Europe,Eastern Europe,61712.53716893713,428.34172696783634,77544.91005919153,2.3493662521958614,4.17147890118067,10.586067872302669,1454000.0,1.990011021
5158,France,FRA,2020,67.571107,Europe,Western Europe,52747.06485808732,780.615668440763,52053.61601928163,2.880113760357572,1.9964777429943155,3.254402498030831,304000.0,1.000685766
5159,Belgium,BEL,2020,11.538604,Europe,Western Europe,5317.4512709449455,460.8400869762881,5508.644614030302,8.888381071699602,1.0124847069231164,1.721897815607444,24000.0,0.464469263
5160,Liberia,LBR,2020,5.087584,Africa,Sub-Saharan Africa,12.901,2.5357812273959506,14.32401113976215,-10.629438749227905,0.9734059603865428,1.2034514925373134,2000.0,0.088435588
5161,Zambia,ZMB,2020,18.927715,Africa,Sub-Saharan Africa,212.14242739156592,11.208031576530285,310.45107893464535,-11.168850262813091,1.17049645770462,3.425508050200041,16000.0,0.246580468
5162,Indonesia,IDN,2020,271.85797,Asia,South East Asia,9386.95671764656,34.5289002108217,9757.959983415505,16.419716308418806,0.8862777288548966,4.775920069987323,676000.0,0.496668497
5163,Kazakhstan,KAZ,2020,18.755666,Asia,Central Asia,1548.1757749091753,82.54443083541662,1724.3200254946887,-15.439124488213885,0.9071886761927235,3.6958740593374277,71000.0,0.773142047
5164,Mexico,MEX,2020,125.998302,Americas,Central America and the Caribbean,8044.880863737901,63.849121266236594,9801.89542087212,30.66264611491547,0.7178978609888453,2.5832175230649224,341000.0,0.641726502
